# Copyright (c) 1966-2024 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement
# Generated: 2024-01-05
# See end of file for additional documentation on specific fields
# Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene/Locus And Other Related Symbols	Gene Name	Approved Gene Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
chr17	76309478	76354198	17q24-q25	17q25.1	601249	PRPSAP1	Phosphoribosyl pyrophosphate synthetase-associated protein-1	PRPSAP1	5635	ENSG00000161542			Prpsap1 (MGI:1915013)
chr17	76383204	76387855	17q25.2	17q25.1	603730	SPHK1	Sphingosine kinase	SPHK1	8877	ENSG00000176170			Sphk1 (MGI:1316649)
chr17	76389456	76453152	17q25.1	17q25.1	617649	UBE2O, KIAA1734	Ubiquitin-conjugating enzyme E2 O	UBE2O	63893	ENSG00000175931			Ube2o (MGI:2444266)
chr17	76453351	76470117	17q25	17q25.1	600950	AANAT, SNAT	Arylalkylamine N-acetyltransferase	AANAT	15	ENSG00000129673			Aanat (MGI:1328365)
chr17	76470893	76501427	17q25.1	17q25.1	614404	RHBDF2, IRHOM2, TOC	Rhomboid 5, Drosophila, homolog of, 2	RHBDF2	79651	ENSG00000129667		Tylosis with esophageal cancer, 148500 (3), Autosomal dominant	Rhbdf2 (MGI:2442473)
chr17	76527356	76551193	17q25	17q25.1	608759	CYGB, HGB, STAP	Cytoglobin	CYGB	114757	ENSG00000161544			Cygb (MGI:2149481)
chr17	76527586	76553580	17q22	17q25.1	610598	PRCD, RP36	PRCD, Dog, homolog of	PRCD	768206	ENSG00000214140		Retinitis pigmentosa 36, 610599 (3)	Prcd (MGI:3649529)
chr17	76565377	76585860	17q25.1	17q25.1	610137	ST6GALNAC2, SIAT7B, SAITL1	ST6 alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1, 3-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	ST6GALNAC2	10610	ENSG00000070731			St6galnac2 (MGI:107553)
chr17	76617407	76643757	17q25.1	17q25.1	610138	ST6GALNAC1, SIAT7A, STYI	ST6 alpha-N-aetyl-neuraminyl-2,3-beta-galactosyl-1, 3-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	ST6GALNAC1	55808	ENSG00000070526			St6galnac1 (MGI:1341826)
chr17	76712836	76726606	17q25	17q25.1	604914	JMJD6, PSR	Jumonji domain containing 6 (phosphatidylserine receptor)	JMJD6	23210	ENSG00000070495			Jmjd6 (MGI:1858910)
chr17	76726041	76733881	17q25.1	17q25.1	615262	METTL23, C17orf95, MRT44	Methyltransferase-like 23	METTL23	124512	ENSG00000181038		Intellectual developmental disorder, autosomal recessive 44, 615942 (3), Autosomal recessive	Mettl23 (MGI:1921569)
chr17	76734115	76737411	17q25	17q25.1	600813	SRSF2, SFRS2, SC35	Serine/arginine-rich splicing factor 2	SRSF2	6427	ENSG00000161547			Srsf2 (MGI:98284)
chr17	76736634	76803805	17q25.1	17q25.1-q25.2	620346	MFSD11	Major facilitator superfamily domain-containing protein 11	MFSD11	79157	ENSG00000092931			Mfsd11 (MGI:1917150)
chr17	76868404	76950393	17q25.3	17q25.2	612441	MGAT5B	Alpha-1,6-mannosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase isozyme B	MGAT5B	146664	ENSG00000167889			Mgat5b (MGI:3606200)
chr17	77088643	77094986	17q25.2	17q25.2	620555	SNHG20, LINC00338	Small nucleolar RNA host gene 20	SNHG20	654434	ENSG00000234912			Snhg20 (MGI:1924222)
chr17	77088685	77217101	17q25.1-q25.2	17q25.2-q25.3	601504	SEC14L	SEC14-like lipid-binding protein 1	SEC14L1	6397	ENSG00000129657			Sec14l1 (MGI:1921386)
chr17	77200001	83257441	17q25.3		605805	ATOD4	Dermatitis, atopic, 4				maximum lod at D17S1290	{Dermatitis, atopic, susceptibility to, 4}, 605805 (2)	
chr17	77200001	83257441	17q25.3		612239	IS5	Scoliosis, idiopathic, susceptibility to, 5		100190985		between D17S1806 and 17qter	{Scoliosis, idiopathic, susceptibility to, 5}, 612239 (2)	
chr17	77281499	77500596	17q25	17q25.3	604061	SEPT9, MSF, MSF1, NAPB	Septin 9	SEPTIN9	10801	ENSG00000184640		Amyotrophy, hereditary neuralgic, 162100 (3), Autosomal dominant	Septin9 (MGI:1858222)
chr17	77957557	78108835	17q25.3	17q25.3	610741	TNRC6C, KIAA1582	Trinucleotide repeat-containing gene 6C	TNRC6C	57690	ENSG00000078687			Tnrc6c (MGI:2443265)
chr17	78107397	78132427	17q25	17q25.3	605828	TMC6, EVER1, EV1	Transmembrane channel-like 6	TMC6	11322	ENSG00000141524		Epidermodysplasia verruciformis, 226400 (3), Autosomal recessive	Tmc6 (MGI:1098686)
chr17	78130771	78142968	17q25	17q25.3	605829	TMC8, EVER2, EV2	Transmembrane channel-like 8	TMC8	147138	ENSG00000167895	previously mapped to 2p24-p21	Epidermodysplasia verruciformis 2, 618231 (3), Autosomal recessive	Tmc8 (MGI:2669037)
chr17	78168545	78172964	17q25	17q25.3	603926	SYNGR2	Synaptogyrin 2	SYNGR2	9144	ENSG00000108639	pseudogene on 15q11; near EV1, EV2, TK1		Syngr2 (MGI:1328324)
chr17	78174079	78187204	17q25.2-q25.3	17q25.3	188300	TK1	Thymidine kinase-1	TK1	7083	ENSG00000167900			Tk1 (MGI:98763)
chr17	78214253	78225635	17q25	17q25.3	603352	BIRC5, API4	Baculoviral IAP repeat-containing protein 5	BIRC5	332	ENSG00000089685			Birc5 (MGI:1203517)
chr17	78231293	78240987	17q25.3	17q25.3	620272	TMEM235	Transmembrane protein 235	TMEM235	283999	ENSG00000204278			Tmem235 (MGI:3651706)
chr17	78356778	78360925	17q25.3	17q25.3	604176	SOCS3, SSI3, CIS3	Suppressor of cytokine signaling 3	SOCS3	9021	ENSG00000184557			Socs3 (MGI:1201791)
chr17	78378649	78424659	17q25.3	17q25.3	614942	PGS1	Phosphatidylglycerophosphate synthase 1	PGS1	9489	ENSG00000087157			Pgs1 (MGI:1921701)
chr17	78423697	78577396	17q25	17q25.3	610063	DNAH17, DNEL2, SPGF39	Dynein, axonemal, heavy chain 17	DNAH17	8632	ENSG00000187775		Spermatogenic failure 39, 618643 (3), Autosomal recessive	Dnah17 (MGI:1917176)
chr17	78674048	78782273	17q25	17q25.3	182115	CYTH1, D17S811E, SEC7	Cytohesin 1	CYTH1	9267	ENSG00000108669			Cyth1 (MGI:1334257)
chr17	78787381	78841439	17q25.3	17q25.3	612543	USP36, KIAA1453	Ubiquitin-specific protease 36	USP36	57602	ENSG00000055483			Usp36 (MGI:1919594)
chr17	78852977	78925387	17q25	17q25.3	188825	TIMP2	Tissue inhibitor of metalloproteinase-2	TIMP2	7077	ENSG00000035862			Timp2 (MGI:98753)
chr17	78971255	78979923	17q25	17q25.3	600626	LGALS3BP	Lectin, galactoside-binding, soluble, 3 binding protein (galectin 6 binding protein)	LGALS3BP	3959	ENSG00000108679			Lgals3bp (MGI:99554)
chr17	78991716	79009764	17q25.3	17q25.3	613165	CANT1, SCAN1, DBQD1, EDM7	Calcium-activated nucleotidase 1	CANT1	124583	ENSG00000171302		Desbuquois dysplasia 1, 251450 (3), Autosomal recessive; Epiphyseal dysplasia, multiple, 7, 617719 (3), Autosomal recessive	Cant1 (MGI:1923275)
chr17	79022934	79049788	17q25	17q25.3	610365	C1QTNF1, GIP	C1q- and tumor necrosis factor-related protein 1	C1QTNF1	114897	ENSG00000173918			C1qtnf1 (MGI:1919254)
chr17	79074824	79088599	17q25.3	17q25.3	611898	NAGLUEB, FLJ21865	N-acetylglucosaminidase, endo-beta	ENGASE	64772	ENSG00000167280			Engase (MGI:2443788)
chr17	79089345	79665571	17q25.3	17q25.3	616999	RBFOX3, FOX3, NEUN, HRNBP3	RNA-binding protein FOX1, C. Elegans, homolog of, 3	RBFOX3	146713	ENSG00000167281			Rbfox3 (MGI:106368)
chr17	79730943	79742219	17q25.3	17q25.3	616997	ENPP7	Ectonucleotide pyrophosphatase/phosphodiesterase 7	ENPP7	339221	ENSG00000182156			Enpp7 (MGI:3027917)
chr17	79777311	79787983	17q25	17q25.3	602770	CBX2, M33, SRXY5	Chromobox 2	CBX2	84733	ENSG00000173894	mutation identified in 1 SRXY5 patient	?46XY sex reversal 5, 613080 (3), Autosomal recessive	Cbx2 (MGI:88289)
chr17	79792132	79797077	17q25.3	17q25.3	617354	CBX8, PC3	Chromobox 8	CBX8	57332	ENSG00000141570			Cbx8 (MGI:1353589)
chr17	79833156	79839440	17q25.3	17q25.3	603079	CBX4, PC2	Chromobox 4	CBX4	8535	ENSG00000141582			Cbx4 (MGI:1195985)
chr17	79932343	80035872	17q25.3	17q25.3	616637	TBC1D16	TBC1 domain family, member 16	TBC1D16	125058	ENSG00000167291			Tbc1d16 (MGI:2652878)
chr17	80036642	80100613	17q25.3	17q25.3	613799	CCDC40, KIAA1640	Coiled-coil domain-containing protein 40	CCDC40	55036	ENSG00000141519		Ciliary dyskinesia, primary, 15, 613808 (3), Autosomal recessive	Ccdc40 (MGI:2443893)
chr17	80101581	80119881	17q25.2-q25.3	17q25.3	606800	GAA	Glucosidase, acid alpha-	GAA	2548	ENSG00000171298	distal to TK1	Glycogen storage disease II, 232300 (3), Autosomal recessive	Gaa (MGI:95609)
chr17	80134369	80147128	17q25.3	17q25.3	608546	EIF4A3, DDX48, MUK34, NMP265, KIAA0111, RCPS	Eukaryotic translation initiation factor 4A3	EIF4A3	9775	ENSG00000141543		Robin sequence with cleft mandible and limb anomalies, 268305 (3), Autosomal recessive	Eif4a3,Eif4a3l1,Eif4a3l2 (MGI:1923731,MGI:3644226,MGI:3646594)
chr17	80170030	80209331	17q25.3	17q25.3	607211	CARD14, CARMA2, BIMP2, PSORS2, PSS1, PRP	Caspase recruitment domain-containing protein 14	CARD14	79092	ENSG00000141527		Psoriasis 2, 602723 (3), Autosomal dominant; Pityriasis rubra pilaris, 173200 (3), Autosomal dominant	Card14 (MGI:2386258)
chr17	80200673	80220333	17q25.3	17q25.3	605270	SGSH, MPS3A, SFMD	N-sulfoglucosamine sulfohydrolase (sulfamidase)	SGSH	6448	ENSG00000181523		Mucopolysaccharidosis type IIIA (Sanfilippo A), 252900 (3), Autosomal recessive	Sgsh (MGI:1350341)
chr17	80220427	80253500	17q25	17q25.3	610117	SLC26A11	Solute carrier family 26 (sulfate transporter), member 11	SLC26A11	284129	ENSG00000181045			Slc26a11 (MGI:2444589)
chr17	80260852	80398794	17q25	17q25.3	613768	RNF213, ALO17, KIAA1618, MYMY2	Ring finger protein 213	RNF213	57674	ENSG00000173821		{Moyamoya disease 2, susceptibility to}, 607151 (3), Autosomal recessive, Autosomal dominant	Rnf213 (MGI:1289196)
chr17	80415167	80438086	17q25.3	17q25.3	619821	ENDOV	Endonuclease V	ENDOV	284131	ENSG00000173818			Endov (MGI:2444688)
chr17	80466834	80476607	17q25.1-q25.2	17q25.3	602367	NPTX1, NP1, SCA50	Neuronal pentraxin 1	NPTX1	4884	ENSG00000171246		Spinocerebellar ataxia 50, 620158 (3), Autosomal dominant	Nptx1 (MGI:107811)
chr17	80544838	80966368	17q25.3	17q25.3	607130	RPTOR, RAPTOR, KIAA1303	Regulatory-associated protein of MTOR	RPTOR	57521	ENSG00000141564			Rptor (MGI:1921620)
chr17	80991841	81000133	17q25.3	17q25.3	610901	CHMP6	Charged multivesicular body protein 6	CHMP6	79643	ENSG00000176108			Chmp6 (MGI:3583942)
chr17	81035151	81117434	17q25	17q25.3	605475	BAIAP2, IRSP53	BAI1-associated protein 2	BAIAP2	10458	ENSG00000175866			Baiap2 (MGI:2137336)
chr17	81117295	81166221	17q25.3	17q25.3	605276	AATK, AATYK	Apoptosis-associated tyrosine kinase	AATK	9625	ENSG00000181409			Aatk (MGI:1197518)
chr17	81125883	81125949	17q25.3	17q25.3	614059	MIR338, MIRN338	Micro RNA 338	MIR338	442906	ENSG00000283604			Mir338 (MGI:3619352)
chr17	81189596	81222965	17q25.3	17q25.3	613479	AZI1, ZA1, KIAA1118	5-azacytidine-induced gene 1, mouse, homolog of	CEP131	22994	ENSG00000141577			Cep131 (MGI:107440)
chr17	81239311	81241310	17q25.3	17q25.3	618461	NDUFAF8, C17orf89, MC1DN34	NADH dehydrogenase (ubiquinone) complex I, assembly factor 8	NDUFAF8	284184	ENSG00000224877		Mitochondrial complex I deficiency, nuclear type 34, 618776 (3), Autosomal recessive	Ndufaf8 (MGI:1913676)
chr17	81244811	81295307	17q25.3	17q25.3	616525	SLC38A10	Solute carrier family 38 (amino acid transporter), member 10	SLC38A10	124565	ENSG00000157637			Slc38a10 (MGI:1919305)
chr17	81395457	81466331	17q25.3	17q25.3	617646	BAHCC1, BAHD2, KIAA1447	BAH domain- and coiled-coil domain-containing protein 1	BAHCC1	57597	ENSG00000266074			Bahcc1 (MGI:2679272)
chr17	81509971	81512799	17q25.3	17q25.3	102560	ACTG1, DFNA20, DFNA26, BRWS2	Actin, gamma-1	ACTG1	71	ENSG00000184009		Deafness, autosomal dominant 20/26, 604717 (3), Autosomal dominant; Baraitser-Winter syndrome 2, 614583 (3), Autosomal dominant	Actg1 (MGI:87906)
chr17	81515062	81537130	17q25	17q25.3	607643	FSCN2, RFSN, RP30	Fascin, sea urchin, homolog of, 2	FSCN2	25794	ENSG00000186765	within 200kb of ACTG1	Retinitis pigmentosa 30, 607921 (3)	Fscn2 (MGI:2443337)
chr17	81539891	81553133	17q25.3	17q25.3	611301	C17orf70, FAAP100	Chromosome 17 open reading frame 70	FAAP100	80233	ENSG00000185504			Faap100 (MGI:1919135)
chr17	81556885	81637112	17qter	17q25.3	606590	NPL4, KIAA1499	NPL4 homolog, ubiquitin recognition factor	NPLOC4	55666	ENSG00000182446			Nploc4 (MGI:2679787)
chr17	81650459	81663127	17q25	17q25.3	180073	PDE6G, PDEG, RP57	Phosphodiesterase 6G	PDE6G	5148	ENSG00000185527		Retinitis pigmentosa 57, 613582 (3), Autosomal recessive	Pde6g (MGI:97526)
chr17	81666737	81673899	17q25.3	17q25.3	614271	CCDC137	Coiled-coil domain-containing protein 137	CCDC137	339230	ENSG00000185298			Ccdc137 (MGI:1914541)
chr17	81681165	81683797	17q25.3	17q25.3	619117	ARL16	ADP ribosylation factor-like GTPase 16	ARL16	339231	ENSG00000214087			Arl16 (MGI:1917567)
chr17	81684011	81702121	17q25	17q25.3	604375	HGS, HRS	Human growth factor-regulated tyrosine kinase substrate	HGS	9146	ENSG00000185359			Hgs (MGI:104681)
chr17	81703367	81707517	17q25-qter	17q25.3	602375	MRPL12, RPML12	Ribosomal protein, mitochondrial, L12	MRPL12	6182	ENSG00000262814	mutation identified in 1 COXPD45 family	?Combined oxidative phosphorylation deficiency 45, 618951 (3), Autosomal recessive	Mrpl12 (MGI:1926273)
chr17	81712284	81721012	17q25.3	17q25.3	606794	SLC25A10, DIC, MTDPS19	Solute carrier family 25 (mitochondrial carrier), member 10 (dicarboxylate ion carrier)	SLC25A10	1468	ENSG00000183048	mutation identified in 1 MTDPS19 patient	?Mitochondrial DNA depletion syndrome 19, 618972 (3), Autosomal recessive	Slc25a10 (MGI:1353497)
chr17	81804150	81814008	17q25	17q25.3	138033	GCGR, MVAH	Glucagon receptor	GCGR	2642	ENSG00000215644		Mahvash disease, 619290 (3), Autosomal recessive	Gcgr (MGI:99572)
chr17	81822361	81833291	17q25.3	17q25.3	616514	FAM195B, MCRIP1	Family with sequence similarity 194, member B	MCRIP1	348262	ENSG00000225663			Mcrip1 (MGI:2384752)
chr17	81843166	81860535	17q25	17q25.3	176790	P4HB, PROHB, CLCRP1	Procollagen-proline, 2-oxoglutarate-4-dioxygenase, beta polypeptide	P4HB	5034	ENSG00000185624		Cole-Carpenter syndrome 1, 112240 (3), Autosomal dominant	P4hb (MGI:97464)
chr17	81867721	81871337	17q25.3	17q25.3	601925	ARHGDIA, GDIA1, NPHS8	Rho GDP dissociation inhibitor (GDI) alpha	ARHGDIA	396	ENSG00000141522		Nephrotic syndrome, type 8, 615244 (3), Autosomal recessive	Arhgdia (MGI:2178103)
chr17	81887835	81891587	17q25.3	17q25.3	604171	ALYREF, THOC4, ALY, BEF	ALY/REF export factor	ALYREF	10189	ENSG00000183684			4931428L18Rik,Alyref,Alyref2,Gm21293,Gm4301,Gm4302,Gm4303,Gm4305,Gm4307,Gm4312,Gm4340,Gm5698 (MGI:1341044,MGI:1913144,MGI:1918238,MGI:3649020,MGI:3782481,MGI:3782482,MGI:3782483,MGI:3782485,MGI:3782487,MGI:3782493,MGI:3782524,MGI:5434648)
chr17	81890790	81900533	17q25.3	17q25.3	614534	ANAPC11, APC11	Anaphase-promoting complex subunit 11	ANAPC11	51529	ENSG00000141552			Anapc11 (MGI:1913406)
chr17	81900958	81911399	17q25.3	17q25.3	602679	PCYT2, ET, SPG82	Phosphate cytidylyltransferase 2, ethanolamine	PCYT2	5833	ENSG00000185813		Spastic paraplegia 82, autosomal recessive, 618770 (3), Autosomal recessive	Pcyt2 (MGI:1915921)
chr17	81902238	81902905	17q25.3	17q25.3	607996	NPB, PPL7	Neuropeptide B	NPB	256933	ENSG00000183979			Npb (MGI:2387153)
chr17	81911939	81918176	17q25.3	17q25.3	606212	SIRT7, SIR2L7	Sirtuin 7 (Sir2, S. cerevisiae, homolog of, 7)	SIRT7	51547	ENSG00000187531			Sirt7 (MGI:2385849)
chr17	81918270	81931244	17q25	17q25.3	602020	MAFG	MAF bZIP transcription factor G	MAFG	4097	ENSG00000197063			Mafg (MGI:96911)
chr17	81932391	81937300	17q25.3	17q25.3	179035	PYCR1, PRO3, ARCL2B, ARCL3B	Pyrroline-5-carboxylate reductase-1	PYCR1	5831	ENSG00000183010		Cutis laxa, autosomal recessive, type IIIB, 614438 (3), Autosomal recessive; Cutis laxa, autosomal recessive, type IIB, 612940 (3), Autosomal recessive	Pycr1 (MGI:2384795)
chr17	81952507	81961187	17q25.3	17q25.3	609847	NOTUM	Notum, palmitoleoyl-protein carboxylesterase	NOTUM	147111	ENSG00000185269			Notum (MGI:1924833)
chr17	81977629	82017406	17q25	17q25.3	606236	ASPSCR1, RCC17, ASPL, ASPS	Alveolar soft-part sarcoma chromosome region, candidate 1	ASPSCR1	79058	ENSG00000169696	t(X;17)(p11.2;q25)	Alveolar soft-part sarcoma, 606243 (3)	Aspscr1 (MGI:1916188)
chr17	82018703	82022878	17q25.3	17q25.3	615128	CENPX, STRA13, CENPX, FAAP10, MHF2, D9	Centromeric protein X	CENPX	201254	ENSG00000169689			Cenpx (MGI:894324)
chr17	82031678	82034204	17q25.3	17q25.3	602050	RAC3	Rac family small GTPase 3	RAC3	5881	ENSG00000169750		Neurodevelopmental disorder with structural brain anomalies and dysmorphic facies, 618577 (3), Autosomal dominant	Rac3 (MGI:2180784)
chr17	82035858	82037697	17q25.3	17q25.3	608347	DCXR, P34H, PNTSU	Dicarbonyl/L-xylulose reductase	DCXR	51181	ENSG00000169738		[Pentosuria], 260800 (3), Autosomal recessive	Dcxr (MGI:1915130)
chr17	82047902	82051811	17q25	17q25.3	602578	RFNG	Radical fringe	RFNG	5986	ENSG00000169733			Rfng (MGI:894275)
chr17	82050932	82057470	17q25.3	17q25.3	601934	GPS1	G protein pathway suppressor 1	GPS1	2873	ENSG00000169727			Gps1 (MGI:2384801)
chr17	82078338	82098236	17q25	17q25.3	600212	FASN	Fatty acid synthase	FASN	2194	ENSG00000169710			Fasn (MGI:95485)
chr17	82217934	82240086	17q25.3	17q25.3	603877	SLC16A3, MCT4	Solute carrier family 16 (monocarboxylic acid transporter) member 3	SLC16A3	9123	ENSG00000141526			Slc16a3 (MGI:1933438)
chr17	82239019	82273750	17q25	17q25.3	600864	CSNK1D, ASPS, FASPS2	Casein kinase-1, delta	CSNK1D	1453	ENSG00000141551		Advanced sleep-phase syndrome, familial, 2, 615224 (3), Autosomal dominant	Csnk1d (MGI:1355272)
chr17	82314873	82317608	17q25.2-q25.3	17q25.3	186820	CD7	CD7 antigen (p41)	CD7	924	ENSG00000173762			Cd7 (MGI:88344)
chr17	82321024	82333959	17q25.2-q25.3	17q25.3	602602	SECTM1, K12	Secreted and transmembrane 1	SECTM1	6398	ENSG00000141574			Sectm1a,Sectm1b (MGI:1929083,MGI:2384805)
chr17	82359247	82363775	17q25.3	17q25.3	615647	TEX19	Testis-expressed gene 19	TEX19	400629	ENSG00000182459			Tex19.1,Tex19.2 (MGI:1918206,MGI:1920929)
chr17	82371765	82377458	17q25.3	17q25.3	600896	GPR14, UTR2, UTR	G protein-coupled receptor-14 (urotensin II receptor)	UTS2R	2837	ENSG00000181408			Uts2r (MGI:2183450)
chr17	82418347	82442645	17q25.3	17q25.3	616864	HEXD	Hexosaminidase D	HEXD	284004	ENSG00000169660			Hexd (MGI:3605542)
chr17	82442586	82450752	17q25.3	17q25.3	618334	CYBC1, EROS, C17orf62, CGD5	Cytochrome b(-254) chaperone 1	CYBC1	79415	ENSG00000178927		Chronic granulomatous disease 5, autosomal recessive, 618935 (3), Autosomal recessive	Cybc1 (MGI:2384959)
chr17	82458198	82490537	17q25.3	17q25.3	605349	NARF, IOP2	Nuclear prelamin A recognition factor	NARF	26502	ENSG00000141562			Narf (MGI:1914858)
chr17	82519732	82604602	17q25	17q25.3	147685	FOXK2, ILF1	Forkhead box K2 (interleukin enhancer-binding factor 1)	FOXK2	3607	ENSG00000141568			Foxk2 (MGI:1916087)
chr17	82614562	82648444	17q25.3	17q25.3	609226	WDR45B, WIPI3, WDR45L, NEDSBAS	WD repeat domain 45B	WDR45B	56270	ENSG00000141580		Neurodevelopmental disorder with spastic quadriplegia and brain abnormalities with or without seizures, 617977 (3), Autosomal recessive	Wdr45b (MGI:1914090)
chr17	82654973	82698698	17q25.3	17q25.3	619550	RAB40B	RAB40B, member Ras oncogene family	RAB40B	10966	ENSG00000141542			Rab40b (MGI:2183451)
chr17	82716706	82728013	17q25	17q25.3	611683	FN3KRP	Fructosamine 3-kinase-related protein	FN3KRP	79672	ENSG00000141560			Fn3krp (MGI:2679256)
chr17	82735615	82751196	17q25.3	17q25.3	608425	FN3K	Fructosamine 3-kinase	FN3K	64122	ENSG00000167363			Fn3k (MGI:1926834)
chr17	82752065	82945914	17q25	17q25.3	604649	TBCD, PEBAT	Tubulin-specific chaperone D	TBCD	6904	ENSG00000141556		Encephalopathy, progressive, early-onset, with brain atrophy and thin corpus callosum, 617193 (3), Autosomal recessive	Tbcd (MGI:1919686)
chr17	82829434	82840022	17q25.3	17q25.3	610226	ZNF750, FLJ13841, SLDPE	Zinc finger protein 750	ZNF750	79755	ENSG00000141579	mutation identified in 1 SLDPE family	?Seborrhea-like dermatitis with psoriasiform elements, 610227 (3)	Zfp750 (MGI:2442210)
chr17	82942149	83051770	17q25.3	17q25.3	615337	B3GNTL1	Beat-1,3-N-acetylglucosaminyltransferase-like 1	B3GNTL1	146712	ENSG00000175711			B3gntl1 (MGI:2441705)
chr17	83079609	83095122	17q25.3	17q25.3	616241	METRNL	Meteorin-like protein	METRNL	284207	ENSG00000176845			Metrnl (MGI:2384806)
chr17	1	83257441	Chr.17		138110	G6PDL	Glucose-6-phosphate dehydrogenase-like						
chr17	1	83257441	Chr.17		610064	ODS1	Opioid dependence, susceptibility to, 1		100188802			{Opioid dependence, susceptibility to, 1}, 610064 (2)	
# Source of data in fields are as follows:
# ----------------------------------------
# Chromosome (NCBI)
# Genomic position start * (NCBI)
# Genomic position end (NCBI)
# Cyto location (OMIM)
# Computed cyto location (UCSC)
# MIM Number for Gene/Locus (OMIM)
# Gene symbols (OMIM)
# Gene name (OMIM)
# Approved gene symbol (HGNC)
# Entrez gene ID (NCBI)
# Ensembl gene ID (Ensembl)
# Comments (OMIM)
# Phenotype(s) (OMIM)
# Mouse gene symbol & ID (MGI)
# * for phenotypes with mapping key of (2) or genes not found in NCBI
# data, genomic coordinates are derived from OMIM's cyto location mapped
# to genomic using UCSC table.
# OMIM Phenotype field is nested:
# -------------------------------
# Each Phenotype is followed by its MIM number, if different from
# that of the locus, preceded by a comma
# Phenotype mapping key in parentheses follows the phenotype MIM
# number (explanation below).
# Allelic disorders are separated by a semi-colon following the
# phenotype mapping key.
# Inheritance for the phenotype follows the phenotype mapping key
# preceded by a ,<space>
# Explanation of the symbols and question marks (?) in the Phenotype
# field is given in OMIM FAQ 1.6)
# Phenotype Mapping Method - Appears in parentheses after a disorder :
# --------------------------------------------------------------------
# 1 - the disorder is placed on the map based on its association with
# a gene, but the underlying defect is not known.
# 2 - the disorder has been placed on the map by linkage; no mutation has
